0,527690,-0.0394607,0.0028234
1,527690,0.0246523,0.00261602
2,527690,0.15866,5.6357
3,527690,-0.0393026,0.00262729
4,527690,0.0246787,0.00253353
5,527690,0.186472,5.53475
0,527694,-0.0398096,0.00253524
1,527694,0.022846,0.00232208
2,527694,0.115024,4.8916
3,527694,-0.0397571,0.00231213
4,527694,0.0228719,0.00209835
5,527694,0.113715,4.89242
0,527731,-0.0392463,0.00334288
1,527731,0.0238838,0.00248271
2,527731,0.463784,5.45411
3,527731,-0.0392671,0.00294798
4,527731,0.0239696,0.00231769
5,527731,0.192145,5.5205
0,527734,-0.0392836,0.00285244
1,527734,0.0223014,0.00230227
2,527734,0.0992524,5.06577
3,527734,-0.0392103,0.00261409
4,527734,0.0223116,0.00221919
5,527734,0.130013,5.11004
0,527736,-0.0393233,0.00281813
1,527736,0.0220066,0.00228133
2,527736,0.262314,4.9216
3,527736,-0.0393075,0.00247023
4,527736,0.0221092,0.00220616
5,527736,0.13841,4.92983
0,529077,-0.0394236,0.00439687
1,529077,0.0229282,0.00226639
2,529077,0.209915,5.60248
3,529077,-0.038823,0.00380487
4,529077,0.0226998,0.00222648
5,529077,0.481,6.12826
0,529078,-0.0396976,0.00323875
1,529078,0.0210234,0.00260081
2,529078,0.437312,5.65387
3,529078,-0.0396923,0.00293175
4,529078,0.0209903,0.00257854
5,529078,0.303043,5.59365
0,529084,-0.0402193,0.0028353
1,529084,0.0195595,0.00248283
2,529084,0.176581,5.00721
3,529084,-0.0401278,0.00255661
4,529084,0.0196011,0.00219178
5,529084,0.00813187,5.01094
0,529088,-0.0400461,0.00274677
1,529088,0.0195278,0.00233981
2,529088,0.145014,5.09274
3,529088,-0.0401343,0.00245568
4,529088,0.0195575,0.00212549
5,529088,0.0774701,4.89323
0,529115,-0.0401905,0.0026713
1,529115,0.0208419,0.00272515
2,529115,0.0935833,5.28222
3,529115,-0.0401286,0.00252879
4,529115,0.020825,0.00261734
5,529115,0.292621,5.48571
0,529116,-0.0401626,0.00245078
1,529116,0.0198255,0.00231796
2,529116,0.177652,5.32035
3,529116,-0.0401063,0.00234205
4,529116,0.0198414,0.00218861
5,529116,0.240036,5.49867
0,529117,-0.0401844,0.00254119
1,529117,0.019897,0.0022579
2,529117,0.218316,5.2787
3,529117,-0.0400732,0.00232983
4,529117,0.0198796,0.0021712
5,529117,0.221343,5.51825
0,529128,-0.0393991,0.00409015
1,529128,0.0225029,0.00274318
2,529128,-1.11153,4.60915
3,529128,-0.0393032,0.00362939
4,529128,0.022208,0.00250055
5,529128,-0.100938,6.08539
0,529129,-0.0400662,0.00354525
1,529129,0.0217807,0.00265316
2,529129,0.189298,5.78396
3,529129,-0.0399486,0.00316747
4,529129,0.0217476,0.00248489
5,529129,0.267958,5.84578
0,529208,-0.0394707,0.00341279
1,529208,0.0187915,0.00243231
2,529208,0.289662,4.92439
3,529208,-0.0395096,0.00295085
4,529208,0.0187385,0.00246603
5,529208,0.130446,5.37163
0,529209,-0.039717,0.00309572
1,529209,0.0186333,0.00252548
2,529209,0.19947,5.37159
3,529209,-0.0396417,0.00281478
4,529209,0.0187312,0.00239042
5,529209,0.174648,5.38312
0,529210,-0.0401025,0.00280444
1,529210,0.0187584,0.00268859
2,529210,0.402649,5.71834
3,529210,-0.0396985,0.00280233
4,529210,0.0186488,0.00233119
5,529210,0.252679,5.5629
0,529211,-0.0398139,0.00298438
1,529211,0.018584,0.00250292
2,529211,0.257181,5.30488
3,529211,-0.0397769,0.00270895
4,529211,0.0186414,0.00235232
5,529211,0.168653,5.43711
0,529235,-0.0395296,0.00374432
1,529235,0.0205887,0.00252018
2,529235,0.0669789,5.76743
3,529235,-0.039311,0.00350093
4,529235,0.0206552,0.00252395
5,529235,0.21553,6.07545
0,529237,-0.0400931,0.00317424
1,529237,0.0203477,0.00255501
2,529237,0.237002,5.70917
3,529237,-0.0401063,0.00295097
4,529237,0.0203614,0.00238148
5,529237,0.188955,5.82736
0,529242,-0.0406548,0.00306223
1,529242,0.018654,0.00241879
2,529242,0.78225,5.23917
3,529242,-0.0405896,0.00259254
4,529242,0.0186635,0.00219451
5,529242,0.235742,5.46649
0,529248,-0.040655,0.00272125
1,529248,0.0180249,0.00238125
2,529248,0.0706909,5.25609
3,529248,-0.0406321,0.00250426
4,529248,0.0180185,0.00228005
5,529248,0.0951048,5.39492
0,529252,-0.040495,0.00256908
1,529252,0.0177328,0.00242461
2,529252,0.167356,5.14578
3,529252,-0.0405039,0.00238238
4,529252,0.0177764,0.00224627
5,529252,0.308965,5.41534
0,529270,-0.0397537,0.00337098
1,529270,0.0202916,0.00276227
2,529270,0.482318,5.55055
3,529270,-0.0396431,0.0030916
4,529270,0.0203146,0.00259652
5,529270,0.423686,5.70226
0,529306,-0.0396536,0.00407154
1,529306,0.0220568,0.00250907
2,529306,0.441153,5.48864
3,529306,-0.039693,0.00364397
4,529306,0.0221342,0.00247135
5,529306,0.493899,5.97016
0,529317,-0.0407329,0.00329387
1,529317,0.0194749,0.00254442
2,529317,0.413509,5.16639
3,529317,-0.0407951,0.00297223
4,529317,0.0195015,0.00235686
5,529317,0.237701,5.42694
0,529320,-0.0408192,0.00311738
1,529320,0.0188654,0.0024854
2,529320,0.308086,5.38968
3,529320,-0.040729,0.00286898
4,529320,0.0187383,0.00229197
5,529320,0.340564,5.27137
0,529324,-0.0409368,0.00112498
1,529324,0.0183222,0.00230855
2,529324,0.10226,5.29345
3,529324,-0.0408972,0.00264243
4,529324,0.0182864,0.00218806
5,529324,0.206243,5.34526
0,529338,-0.0394928,0.00369437
1,529338,0.0203098,0.00278026
2,529338,0.440262,5.55245
3,529338,-0.0393771,0.0033163
4,529338,0.0203737,0.00265259
5,529338,0.391216,5.78138
0,529341,-0.0397667,0.00323265
1,529341,0.0183353,0.00243144
2,529341,0.353112,5.08837
3,529341,-0.039664,0.00278448
4,529341,0.0182988,0.00232132
5,529341,0.29665,5.41355
0,529450,-0.0403812,0.00333454
1,529450,0.0205992,0.00201229
2,529450,-0.306042,5.83927
3,529450,-0.0399648,0.00320411
4,529450,0.0204552,0.0019041
5,529450,-0.0604123,6.32524
0,529452,-0.039306,0.00331493
1,529452,0.0186569,0.00251392
2,529452,0.824198,5.89299
3,529452,-0.0394892,0.003143
4,529452,0.0186047,0.00238031
5,529452,0.791953,5.96923
0,529454,-0.0398856,0.0033153
1,529454,0.0177126,0.00255279
2,529454,0.0609596,5.39117
3,529454,-0.0396811,0.00297678
4,529454,0.0175894,0.00229744
5,529454,-0.0322258,5.72087
0,529458,-0.0397126,0.00328019
1,529458,0.0170682,0.00243692
2,529458,0.361913,5.25264
3,529458,-0.039607,0.0028593
4,529458,0.0170839,0.0022359
5,529458,0.186686,5.42384
0,529460,-0.0398801,0.00293177
1,529460,0.0166881,0.00230777
2,529460,0.212416,5.20213
3,529460,-0.0398042,0.00265992
4,529460,0.0166903,0.00215821
5,529460,0.236512,5.3039
0,529461,-0.0399528,0.00292156
1,529461,0.0166379,0.00225155
2,529461,0.345863,5.43451
3,529461,-0.0399289,0.00268523
4,529461,0.0166205,0.00209641
5,529461,0.159836,5.35647
0,529462,-0.0400794,0.00283759
1,529462,0.0163775,0.00216638
2,529462,0.326132,5.2477
3,529462,-0.0399604,0.0025447
4,529462,0.0163852,0.00212622
5,529462,0.238469,5.38722
0,529542,-0.040151,0.00357313
1,529542,0.0204192,0.00367128
2,529542,0.534922,5.60679
3,529542,-0.0399461,0.0032164
4,529542,0.0206064,0.00303766
5,529542,0.305991,5.98945
0,529552,-0.0402361,0.00362999
1,529552,0.0192596,0.00319245
2,529552,0.330397,5.76687
3,529552,-0.0402365,0.0032562
4,529552,0.0193028,0.00287072
5,529552,0.49462,6.02241
0,529554,-0.0408346,0.00367099
1,529554,0.0191957,0.00300387
2,529554,0.284996,5.66814
3,529554,-0.0408428,0.00315089
4,529554,0.0191046,0.00274213
5,529554,0.595901,5.73809
0,529662,-0.0381607,0.00463643
1,529662,0.0196609,0.0026219
2,529662,0.906382,5.84932
3,529662,-0.0381753,0.00416319
4,529662,0.0196207,0.00253065
5,529662,0.541234,6.03462
0,529663,-0.0397662,0.00320307
1,529663,0.0175438,0.00273706
2,529663,0.315607,5.25627
3,529663,-0.0396805,0.00297518
4,529663,0.0175141,0.00263248
5,529663,0.261115,5.35514
0,529664,-0.0403697,0.00277058
1,529664,0.0152219,0.00225693
2,529664,-0.0446142,5.42296
3,529664,-0.0402393,0.00256323
4,529664,0.0152348,0.00216728
5,529664,0.123774,5.47718
0,529674,-0.0377959,0.00446749
1,529674,0.0180009,0.00245713
2,529674,0.438629,6.06852
3,529674,-0.0380899,0.00375084
4,529674,0.0180489,0.00240201
5,529674,0.471391,6.06135
0,529675,-0.0399372,0.00329031
1,529675,0.0169383,0.00264258
2,529675,0.329819,5.26933
3,529675,-0.0398025,0.00300397
4,529675,0.0168454,0.00257271
5,529675,0.43178,5.29746
0,529690,-0.0390049,0.00382847
1,529690,0.0194373,0.00137519
2,529690,0.211012,5.68549
3,529690,-0.0388809,0.00347566
4,529690,0.019244,0.00241107
5,529690,0.552542,5.91735
0,529691,-0.0396553,0.00327594
1,529691,0.0169573,0.00262122
2,529691,0.541332,5.41902
3,529691,-0.0395423,0.00291471
4,529691,0.0168905,0.00245643
5,529691,0.435931,5.44343
